,st_KMeans,st_HDBSCAN,st_Agglomerative,ts_KMeans,ts_HDBSCAN,ts_Agglomerative,mm_KMeans,mm_HDBSCAN,mm_Agglomerative,lf_KMeans,lf_HDBSCAN,lf_Agglomerative
4408,9,1,0,6,-1,82,12,9,22,1,-1,0
4409,6,0,1,20,-1,0,7,13,15,7,-1,1
4410,9,-1,0,7,-1,32,12,9,22,10,-1,0
4411,1,1,0,1,3,53,8,5,11,14,-1,0
4412,4,1,0,19,16,46,2,3,4,13,0,0
4413,2,-1,2,2,-1,64,0,1,16,17,-1,2
4414,7,0,2,2,25,27,5,1,28,17,-1,2
4415,4,1,0,2,25,15,2,3,4,4,0,0
4416,6,0,1,3,5,95,7,13,15,7,1,1
4417,1,1,0,2,-1,70,12,8,26,14,0,0
4418,1,1,0,5,-1,55,8,2,6,4,0,0
4419,11,0,1,11,6,1,4,14,35,15,-1,1
4420,3,0,1,8,19,35,6,2,32,5,-1,1
4421,7,0,2,4,11,29,5,1,30,17,-1,2
4422,9,1,0,5,13,7,13,6,3,1,-1,0
4423,3,0,1,3,5,95,10,4,1,5,0,1
4424,11,-1,1,15,-1,55,7,13,24,15,-1,1
4425,8,0,1,1,2,4,4,-1,35,15,-1,1
4426,13,0,1,3,5,95,11,11,2,2,0,1
4427,2,0,2,5,13,14,9,1,16,11,2,2
4428,3,0,1,20,-1,33,10,4,1,5,0,1
4429,3,0,1,13,12,21,1,4,7,5,0,1
4430,12,1,0,1,2,4,6,10,14,8,0,0
4431,4,1,0,3,5,95,2,3,4,13,0,0
4432,4,1,0,11,7,85,2,3,4,13,0,0
4433,4,1,0,15,0,39,2,3,4,13,0,0
4434,5,-1,0,11,6,1,2,3,4,6,-1,0
4435,2,0,2,2,24,38,5,1,30,11,2,2
4436,14,0,2,10,18,70,14,0,29,0,2,2
4437,6,0,1,3,-1,73,7,13,15,7,-1,1
4438,4,1,0,15,1,50,8,5,11,13,0,0
4439,14,0,2,16,21,59,6,2,32,0,-1,2
4440,6,0,1,5,13,14,0,7,13,7,2,1
4441,9,-1,0,17,-1,11,12,9,22,10,-1,0
4442,15,1,0,15,1,50,13,6,3,16,-1,0
4443,12,1,0,0,-1,56,6,10,14,8,0,0
4444,6,0,1,3,8,57,7,13,33,7,1,1
4445,1,-1,0,8,20,97,6,2,32,14,-1,0
4446,3,0,1,11,9,2,10,4,1,12,0,1
4447,14,0,2,17,23,47,10,2,0,0,-1,2
4448,0,0,1,6,22,20,6,11,2,12,-1,1
4449,9,1,0,5,26,9,13,6,3,1,-1,0
4450,14,0,2,14,15,79,14,0,8,0,2,2
4451,15,1,0,3,5,95,13,12,10,16,0,0
4452,16,1,0,15,1,50,13,12,10,19,0,0
4453,9,1,0,10,18,87,12,9,22,1,-1,0
4454,3,0,1,19,-1,74,1,4,20,5,-1,1
4455,6,0,1,1,-1,62,4,13,24,7,1,1
4456,3,0,1,0,-1,56,10,4,1,5,0,1
4457,1,1,0,10,18,46,13,6,3,1,-1,0
4458,1,1,0,14,-1,42,8,5,11,4,0,0
4459,14,0,2,13,12,21,3,0,29,0,2,2
4460,7,-1,2,19,-1,44,5,1,30,17,-1,2
4461,14,0,2,19,-1,68,14,0,9,0,2,2
4462,8,0,1,3,-1,1,11,11,2,9,-1,1
4463,9,-1,0,6,22,61,12,8,26,1,-1,0
4464,13,0,1,20,-1,19,11,11,2,2,0,1
4465,15,1,0,8,20,86,13,12,10,16,0,0
4466,12,1,0,16,21,59,6,10,14,8,0,0
4467,3,0,1,9,6,37,10,4,1,5,0,1
4468,12,1,0,1,2,4,13,12,10,8,0,0
4469,3,0,1,11,9,2,1,4,1,5,0,1
4470,2,0,2,20,-1,12,0,7,13,11,2,2
4471,3,0,2,20,10,23,1,4,20,5,-1,2
4472,15,1,0,3,8,2,13,12,10,16,-1,0
4473,2,-1,2,5,13,7,9,1,23,11,-1,2
4474,13,-1,1,11,7,85,11,11,2,2,-1,1
4475,0,0,1,11,9,2,4,-1,25,12,1,1
4476,5,1,0,17,-1,48,6,10,14,6,-1,0
4477,16,-1,0,5,25,27,13,10,10,19,-1,0
4478,11,-1,1,18,-1,25,4,13,24,18,-1,1
4479,13,0,1,14,14,5,11,-1,39,2,-1,1
4480,12,1,0,13,21,69,2,3,4,8,0,0
4481,12,1,0,3,5,95,6,10,14,8,0,0
4482,3,0,1,9,4,90,1,4,20,5,0,1
4483,5,-1,0,12,23,11,12,8,26,1,-1,0
4484,5,1,0,1,3,53,6,10,14,19,-1,0
4485,8,0,1,1,2,4,1,4,27,9,0,1
4486,12,1,0,9,3,3,6,10,14,8,0,0
4487,12,1,0,15,-1,55,13,12,10,8,-1,0
4488,0,0,1,16,-1,54,4,-1,17,12,-1,1
4489,3,0,1,3,5,95,10,4,1,5,0,1
4490,6,0,1,3,8,57,0,7,13,7,-1,1
4491,4,1,0,11,7,85,2,3,4,13,0,0
4492,16,1,0,0,-1,0,13,12,10,19,-1,0
4493,14,0,2,19,-1,42,3,0,29,0,2,2
4494,13,0,1,4,11,13,11,11,21,2,0,1
4495,14,0,2,2,24,38,5,1,28,11,2,2
4496,16,1,0,1,3,53,13,12,10,19,0,0
4497,16,-1,0,1,2,66,13,12,10,19,-1,0
4498,5,1,0,15,0,39,8,5,11,6,-1,0
4499,13,0,1,1,3,53,11,11,21,2,0,1
4500,6,0,1,11,6,1,7,13,15,7,1,1
4501,0,0,1,1,-1,62,4,14,17,12,1,1
4502,0,0,1,1,3,53,4,13,24,12,1,1
4503,10,-1,2,4,-1,16,5,1,5,3,-1,2
4504,11,-1,1,2,25,9,4,13,24,15,-1,1
4505,6,0,1,3,8,57,7,13,15,7,1,1
4506,2,0,1,4,11,13,0,7,13,18,-1,1
4507,11,-1,1,16,21,59,4,14,17,15,-1,1
4508,5,1,0,2,25,27,8,5,11,6,-1,0
4509,0,0,1,15,-1,80,4,14,35,12,-1,1
4510,1,1,0,16,21,54,8,2,6,14,0,0
4511,3,0,1,8,19,35,6,2,32,5,-1,1
4512,1,1,0,9,-1,63,6,2,32,14,-1,0
4513,12,1,0,14,10,23,6,10,14,8,-1,0
4514,6,0,1,1,2,4,6,2,32,7,1,1
4515,14,0,2,7,-1,32,5,1,5,0,-1,2
4516,14,0,2,6,23,17,14,0,9,0,2,2
4517,8,0,1,14,-1,12,4,-1,35,15,-1,1
4518,6,0,1,15,1,50,7,13,15,7,1,1
4519,15,1,0,17,-1,36,6,10,14,14,-1,0
4520,7,0,2,18,-1,72,3,0,29,17,-1,2
4521,12,1,0,2,25,9,13,12,10,4,-1,0
4522,5,-1,0,13,26,10,12,8,26,6,-1,0
4523,4,1,0,10,-1,26,2,3,4,13,0,0
4524,2,0,2,6,23,17,9,1,16,11,-1,2
4525,12,1,0,6,22,20,6,10,14,8,0,0
4526,4,1,0,2,-1,70,8,2,6,4,-1,0
4527,15,1,0,11,7,85,13,12,10,16,0,0
4528,11,0,1,16,21,30,4,13,24,15,-1,1
4529,2,0,2,18,-1,25,9,1,16,11,-1,2
4530,6,0,1,11,6,1,11,11,2,7,-1,1
4531,13,0,1,11,6,1,11,11,2,2,0,1
4532,15,1,0,16,21,59,13,12,10,16,0,0
4533,8,0,1,7,-1,51,1,4,20,9,-1,1
4534,14,0,2,17,26,58,3,8,19,0,-1,2
4535,2,0,2,19,-1,74,0,6,3,11,-1,2
4536,5,1,0,11,6,1,6,10,14,6,-1,0
4537,1,1,0,18,-1,25,12,8,26,14,-1,0
4538,15,1,0,14,14,5,13,12,10,16,0,0
4539,1,1,0,3,5,95,6,2,32,14,0,0
4540,2,0,2,6,-1,61,9,1,18,11,2,2
4541,4,1,0,11,6,1,2,3,4,13,0,0
4542,13,0,1,14,14,5,11,11,2,2,0,1
4543,2,0,1,2,25,15,0,7,13,18,-1,1
4544,0,0,2,12,23,11,0,7,13,18,-1,2
4545,1,1,0,14,14,5,12,8,19,4,0,0
4546,13,0,1,19,16,6,11,11,21,2,-1,1
4547,8,0,1,8,19,89,10,4,1,9,-1,1
4548,14,0,2,19,-1,44,14,0,8,0,2,2
4549,13,0,1,8,19,35,11,11,2,2,0,1
4550,6,0,1,16,21,59,0,7,13,18,-1,1
4551,2,-1,2,13,12,21,9,1,16,11,-1,2
4552,0,-1,1,7,-1,51,11,-1,39,12,-1,1
4553,6,0,1,1,3,3,7,13,15,7,-1,1
4554,13,0,1,9,6,37,11,11,2,2,0,1
4555,3,0,1,16,21,59,4,13,24,5,1,1
4556,5,1,0,1,2,4,6,2,32,8,0,0
4557,12,1,0,7,-1,67,6,10,14,8,-1,0
4558,4,1,0,5,13,14,2,3,4,13,0,0
4559,12,1,0,16,-1,30,6,10,14,8,0,0
4560,15,1,0,17,-1,9,13,12,10,16,0,0
4561,14,0,2,6,22,20,3,8,38,17,-1,2
4562,13,0,1,5,13,7,11,11,2,2,0,1
4563,14,0,2,16,-1,30,14,0,9,0,2,2
4564,14,0,2,6,23,17,14,0,8,0,2,2
4565,13,0,1,11,9,2,11,11,2,2,0,1
4566,3,0,1,20,-1,99,10,4,1,5,-1,1
4567,15,1,0,1,2,4,13,12,10,16,0,0
4568,2,0,2,7,-1,94,9,1,18,11,-1,2
4569,14,1,0,6,22,61,12,9,22,4,0,0
4570,8,0,1,16,-1,30,11,11,2,9,-1,1
4571,13,0,1,11,6,1,11,11,2,2,0,1
4572,7,0,2,13,12,21,5,1,28,17,-1,2
4573,2,0,2,12,22,20,9,1,16,18,-1,2
4574,15,1,0,19,-1,44,13,10,10,16,0,0
4575,5,1,0,10,-1,70,8,5,11,6,-1,0
4576,15,1,0,15,1,50,13,12,10,16,0,0
4577,2,0,2,2,25,27,9,1,18,11,-1,2
4578,14,0,2,10,18,87,10,2,0,0,2,2
4579,2,0,2,18,-1,68,5,1,30,11,-1,2
4580,14,0,2,14,15,79,5,1,28,11,2,2
4581,1,1,0,5,13,14,6,2,32,14,0,0
4582,3,0,1,13,12,21,1,4,7,5,0,1
4583,1,1,0,4,11,13,8,5,11,14,-1,0
4584,9,1,0,10,-1,26,12,9,22,10,0,0
4585,0,0,1,1,2,4,1,4,20,12,-1,1
4586,6,0,1,16,21,59,7,13,34,7,1,1
4587,12,1,0,5,26,9,6,10,14,8,0,0
4588,7,0,2,4,11,31,14,0,9,17,-1,2
4589,12,1,0,14,-1,42,13,12,10,8,0,0
4590,15,-1,0,16,21,8,13,12,10,10,-1,0
4591,4,1,0,3,-1,1,8,5,11,4,0,0
4592,14,0,2,2,24,38,14,0,9,0,-1,2
4593,9,-1,0,0,-1,77,12,9,22,10,-1,0
4594,4,1,0,11,7,85,2,3,4,13,0,0
4595,13,0,1,0,-1,77,11,11,21,2,0,1
4596,15,1,0,6,23,91,13,12,10,16,0,0
4597,13,0,1,9,6,76,11,11,2,2,0,1
4598,12,1,0,3,8,57,6,10,14,8,0,0
4599,14,0,2,14,14,5,14,0,8,0,2,2
4600,12,1,0,18,17,22,6,10,14,8,0,0
4601,13,0,1,14,15,79,11,11,21,2,0,1
4602,14,0,2,18,-1,71,5,1,5,0,2,2
4603,1,1,0,11,7,85,2,3,4,14,-1,0
4604,1,1,0,0,16,45,12,9,22,14,-1,0
4605,5,1,0,13,12,21,6,10,14,6,-1,0
4606,9,-1,0,4,11,31,13,6,3,10,-1,0
4607,14,0,2,4,11,13,3,8,38,0,2,2
4608,2,-1,2,10,18,43,9,1,36,11,-1,2
4609,2,0,2,2,25,15,5,1,5,11,2,2
4610,16,-1,0,1,3,53,13,12,10,19,-1,0
4611,10,-1,2,13,26,10,5,7,12,3,-1,2
4612,4,1,0,1,2,4,8,2,6,13,0,0
4613,4,1,0,3,5,95,2,3,4,13,0,0
4614,16,1,0,15,1,50,13,12,10,19,-1,0
4615,12,1,0,3,5,95,6,10,14,8,0,0
4616,14,0,2,14,15,79,10,2,0,0,2,2
4617,12,1,0,3,5,95,6,10,14,8,0,0
4618,2,0,1,19,16,6,0,7,13,18,-1,1
4619,4,1,0,16,21,59,2,3,4,13,0,0
4620,16,1,0,17,-1,92,13,12,10,19,-1,0
4621,14,0,2,13,17,72,5,1,28,11,2,2
4622,3,0,1,15,1,50,10,4,1,5,0,1
4623,12,1,0,7,-1,75,13,12,10,8,-1,0
4624,14,0,2,12,23,17,14,0,9,0,-1,2
4625,12,1,0,1,3,53,6,10,14,8,0,0
4626,14,0,2,2,25,15,14,0,9,0,-1,2
4627,2,0,2,13,26,10,5,1,5,11,-1,2
4628,10,-1,2,2,24,38,5,1,30,18,-1,2
4629,3,0,1,13,26,10,1,4,20,5,0,1
4630,1,1,0,0,16,0,8,5,11,4,0,0
4631,9,1,0,3,5,95,12,8,19,10,-1,0
4632,2,0,2,14,15,79,5,1,28,11,2,2
4633,5,1,0,11,7,85,13,12,10,19,-1,0
4634,12,1,0,11,6,1,6,10,14,8,0,0
4635,1,1,0,10,18,87,12,9,22,1,-1,0
4636,14,0,2,4,-1,94,3,8,19,11,-1,2
4637,3,0,1,0,-1,56,1,4,20,5,0,1
4638,8,0,1,1,2,4,11,11,2,9,-1,1
4639,4,1,0,12,23,91,8,2,6,4,0,0
4640,7,-1,2,4,11,31,5,1,5,17,-1,2
4641,8,0,1,0,16,45,10,4,1,9,-1,1
4642,10,-1,2,13,12,21,3,8,19,3,-1,2
4643,6,0,1,3,5,95,7,13,15,7,1,1
4644,13,0,1,11,9,2,11,11,21,2,0,1
4645,3,0,1,0,16,45,10,4,1,5,0,1
4646,8,0,1,14,-1,42,1,4,20,9,-1,1
4647,4,1,0,5,13,7,2,3,4,6,-1,0
4648,1,1,0,11,9,2,8,2,6,4,0,0
4649,3,0,1,8,-1,99,10,4,1,5,-1,1
4650,9,1,0,8,19,89,6,10,14,14,-1,0
4651,12,1,0,5,26,9,13,12,10,8,0,0
4652,1,1,0,2,25,9,8,5,11,4,0,0
4653,15,1,0,11,7,85,13,10,10,16,0,0
4654,4,1,0,9,6,76,2,3,4,13,0,0
4655,10,-1,1,9,4,76,4,14,35,15,-1,1
4656,14,0,2,10,18,84,10,2,0,0,2,2
4657,6,0,1,13,-1,65,4,13,17,7,-1,2
4658,2,0,2,20,10,88,9,1,16,11,-1,2
4659,13,0,1,11,7,85,11,11,21,2,0,1
4660,6,0,1,1,2,4,7,13,15,7,-1,1
4661,13,0,1,7,20,28,11,-1,34,2,-1,1
4662,6,0,1,2,25,27,7,13,33,7,1,1
4663,11,0,1,3,-1,56,7,13,15,15,1,1
4664,4,1,0,13,12,21,2,3,4,13,0,0
4665,3,0,1,20,-1,99,1,4,27,5,-1,1
4666,4,1,0,18,-1,25,8,5,11,4,0,0
4667,4,1,0,8,20,28,2,3,4,13,0,0
4668,14,0,2,12,23,17,14,0,8,0,-1,2
4669,2,0,2,6,22,61,5,1,30,11,-1,2
4670,9,1,0,0,16,45,13,6,3,1,-1,0
4671,9,1,0,6,22,49,13,6,3,10,-1,0
4672,7,0,2,13,12,21,9,1,36,17,-1,2
4673,5,1,0,18,-1,25,8,5,11,6,-1,0
4674,1,1,0,7,-1,28,8,2,6,14,-1,0
4675,6,0,1,0,16,45,0,7,13,7,2,1
4676,3,0,1,0,16,45,1,4,20,5,0,1
4677,6,-1,1,1,2,4,7,13,15,7,-1,1
4678,12,1,0,14,14,5,13,12,10,8,-1,0
4679,4,1,0,3,5,95,2,3,4,13,0,0
4680,7,0,2,5,13,14,5,1,30,17,-1,2
4681,8,-1,1,1,3,53,10,2,0,3,-1,1
4682,5,1,0,2,24,38,6,10,14,6,-1,0
4683,5,1,0,1,-1,62,2,3,4,6,-1,0
4684,15,1,0,3,8,57,13,12,10,16,0,0
4685,10,-1,2,2,25,15,5,1,5,3,-1,2
4686,13,0,1,0,16,45,11,11,2,2,0,1
4687,9,1,0,12,-1,11,12,9,22,10,-1,0
4688,13,0,1,11,9,2,11,11,21,2,0,1
4689,1,1,0,0,16,84,6,2,32,14,0,0
4690,15,-1,0,5,26,9,13,12,10,16,-1,0
4691,2,0,2,13,12,21,9,1,36,11,2,2
4692,13,0,1,3,5,95,11,11,2,2,0,1
4693,15,1,0,7,-1,67,13,12,10,16,-1,0
4694,3,0,1,11,9,2,10,4,1,5,0,1
4695,14,0,2,10,18,70,10,2,0,0,2,2
4696,6,0,1,1,3,53,7,13,33,7,-1,1
4697,10,-1,2,4,10,96,14,0,9,3,-1,2
4698,5,1,0,1,3,4,2,3,4,6,-1,0
4699,0,0,1,15,1,50,4,-1,17,12,1,1
4700,4,1,0,3,8,57,2,3,4,13,0,0
4701,13,0,1,16,21,59,11,11,2,9,0,1
4702,13,0,1,0,-1,0,11,11,2,2,0,1
4703,12,1,0,3,5,95,6,10,14,8,0,0
4704,15,1,0,3,5,95,13,12,10,16,0,0
4705,6,0,1,11,-1,73,7,13,15,7,-1,1
4706,10,-1,1,16,-1,30,0,7,13,15,-1,1
4707,14,0,2,20,-1,12,14,0,9,0,-1,2
4708,4,1,0,9,4,76,2,3,4,13,0,0
4709,10,-1,2,13,12,21,5,1,5,3,-1,2
4710,4,1,0,14,15,79,2,3,4,13,0,0
4711,14,0,2,5,13,14,5,1,28,11,2,2
4712,15,1,0,11,7,85,13,12,10,16,0,0
4713,13,0,1,11,7,85,11,11,21,2,0,1
4714,14,0,2,13,26,10,14,0,8,0,2,2
4715,2,0,2,8,20,60,9,1,16,11,2,2
4716,6,0,1,11,7,85,7,-1,39,7,1,1
4717,16,-1,0,1,2,4,6,2,32,19,-1,0
4718,13,0,1,9,4,90,11,11,2,2,0,1
4719,2,0,2,17,23,58,9,1,16,11,-1,2
4720,10,-1,2,2,25,27,14,0,9,3,-1,2
4721,12,-1,0,16,21,59,13,12,10,8,-1,0
4722,16,-1,0,6,-1,65,12,9,22,1,-1,0
4723,9,1,0,3,5,95,12,9,22,10,-1,0
4724,14,0,2,8,20,97,14,0,9,0,2,2
4725,1,1,0,9,-1,63,8,5,11,14,-1,0
4726,14,0,2,0,16,6,3,8,31,11,2,2
4727,6,0,1,20,10,88,7,13,33,7,-1,1
4728,1,1,0,13,17,72,12,8,26,4,0,0
4729,13,0,1,5,13,7,11,11,21,2,0,1
4730,1,1,0,5,13,7,8,2,6,4,0,0
4731,12,1,0,14,14,5,6,10,14,8,0,0
4732,9,1,0,15,-1,40,12,8,26,10,-1,0
4733,12,1,0,1,2,4,6,2,32,8,0,0
4734,13,0,1,1,2,4,11,11,2,2,0,1
4735,16,1,0,20,10,88,12,9,22,1,-1,0
4736,3,0,1,13,21,69,10,4,1,5,-1,1
4737,3,0,1,0,-1,77,4,14,17,5,1,1
4738,4,1,0,2,25,27,8,2,6,4,0,0
4739,16,1,0,10,-1,70,13,12,10,19,-1,0
4740,13,0,1,0,16,45,11,11,2,2,0,1
4741,12,1,0,7,-1,75,6,10,14,8,-1,0
4742,3,0,1,15,1,50,1,4,20,5,0,1
4743,4,1,0,17,11,33,2,3,4,13,0,0
4744,13,0,1,11,7,85,11,11,21,2,0,1
4745,7,-1,2,4,11,96,9,1,16,17,-1,2
4746,2,0,2,7,-1,8,9,1,18,11,2,2
4747,3,0,1,15,1,50,10,4,1,5,0,1
4748,12,1,0,15,1,50,6,10,14,8,0,0
4749,1,1,0,20,-1,12,8,5,11,4,0,0
4750,2,0,1,5,-1,8,0,7,13,18,-1,1
4751,7,0,2,14,15,79,5,1,30,17,-1,2
4752,6,0,1,0,18,34,7,13,15,7,1,1
4753,4,1,0,10,19,26,2,3,4,13,0,0
4754,14,0,2,0,-1,77,3,8,38,11,2,2
4755,8,-1,1,13,21,69,10,4,1,9,-1,1
4756,15,1,0,11,9,2,13,12,10,16,0,0
4757,8,0,1,17,-1,92,1,4,20,9,-1,1
4758,6,0,1,14,14,5,7,13,15,7,1,1
4759,10,-1,2,0,16,45,3,8,19,3,-1,2
4760,15,-1,0,15,1,50,13,12,10,16,-1,0
4761,4,1,0,6,22,49,8,5,11,4,0,0
4762,3,0,1,1,3,53,10,4,1,5,0,1
4763,4,1,0,17,-1,0,2,3,4,13,0,0
4764,6,0,1,5,13,14,0,7,13,7,2,1
4765,1,1,0,13,26,10,12,8,19,14,0,0
4766,16,-1,0,12,23,11,13,6,3,1,-1,0
4767,3,0,1,3,-1,1,1,4,20,5,-1,1
4768,13,0,1,0,18,34,11,11,2,2,0,1
4769,4,1,0,1,3,4,2,3,4,13,0,0
4770,5,1,0,18,-1,72,8,5,11,6,-1,0
4771,14,0,2,16,21,59,6,2,32,0,-1,2
4772,1,-1,0,3,5,95,8,5,11,14,-1,0
4773,9,1,0,17,-1,48,13,6,3,10,-1,0
4774,1,1,0,5,-1,14,12,9,22,4,0,0
4775,12,1,0,15,1,50,13,12,10,8,-1,0
4776,7,0,2,6,22,61,5,1,28,17,-1,2
4777,14,0,2,10,18,87,3,8,31,0,2,2
4778,1,1,0,6,22,98,12,8,22,14,0,0
4779,12,1,0,15,0,3,6,10,14,8,0,0
4780,10,-1,2,6,22,98,14,0,9,3,-1,2
4781,3,0,1,1,2,4,6,2,32,5,1,1
4782,1,1,0,2,24,38,12,8,26,14,0,0
4783,8,-1,1,1,2,4,6,11,2,15,-1,1
4784,1,1,0,7,-1,75,8,5,11,4,-1,0
4785,11,-1,2,18,-1,74,4,-1,17,15,-1,2
4786,7,0,2,2,25,15,14,0,9,17,-1,2
4787,3,0,1,15,1,50,1,4,20,5,0,1
4788,4,1,0,2,24,38,8,5,11,4,0,0
4789,10,-1,2,12,23,16,14,0,9,3,-1,2
4790,16,1,0,15,1,50,13,12,10,19,-1,0
4791,3,0,1,15,-1,80,2,4,20,5,-1,1
4792,15,1,0,17,-1,48,13,12,10,16,-1,0
4793,14,0,2,6,22,20,5,1,28,11,2,2
4794,5,1,0,0,-1,77,2,3,4,6,-1,0
4795,14,0,2,18,17,81,3,8,31,0,2,2
4796,13,0,1,7,-1,28,11,11,21,2,-1,1
4797,14,0,2,5,13,14,3,8,38,0,2,2
4798,3,0,1,16,21,59,10,4,1,5,0,1
4799,13,0,1,1,2,4,11,11,2,9,0,1
4800,10,-1,2,19,-1,68,5,1,5,3,-1,2
4801,10,-1,1,2,25,27,5,7,12,3,-1,1
4802,9,1,0,20,-1,19,13,6,3,1,-1,0
4803,6,0,1,7,-1,51,0,7,13,7,-1,1
4804,1,1,0,19,-1,6,12,8,26,14,0,0
4805,2,0,2,13,26,10,9,1,36,11,2,2
4806,5,1,0,17,-1,65,6,2,32,6,-1,0
4807,0,0,1,0,-1,77,4,14,17,12,-1,1
4808,8,0,1,1,-1,52,11,11,2,9,-1,1
4809,3,0,1,1,3,53,1,4,20,5,0,1
4810,13,0,1,16,21,59,11,-1,39,2,0,1
4811,6,0,1,3,5,95,4,13,24,7,1,1
4812,2,0,2,18,17,81,9,1,16,11,2,2
4813,6,0,1,19,20,6,7,13,15,7,-1,1
4814,14,0,2,16,21,71,14,0,8,0,-1,2
4815,5,1,0,17,26,58,6,10,14,19,-1,0
4816,13,0,1,1,2,66,1,4,7,2,-1,1
4817,12,1,0,15,1,50,6,10,14,8,0,0
4818,14,-1,1,18,-1,25,8,2,32,0,-1,1
4819,4,1,0,11,7,85,8,2,6,4,0,0
4820,15,1,0,15,1,50,13,12,10,16,-1,0
4821,4,1,0,3,5,95,2,3,4,13,0,0
4822,4,1,0,11,9,2,2,3,4,13,0,0
4823,8,-1,1,16,-1,30,10,2,0,6,-1,1
4824,6,0,1,11,7,85,7,13,34,7,1,1
4825,10,-1,2,10,18,87,9,1,18,17,-1,2
4826,2,0,2,17,-1,48,9,1,16,18,-1,2
4827,1,1,0,18,-1,25,12,8,26,14,-1,0
4828,3,0,1,16,-1,83,10,4,1,5,0,1
4829,4,1,0,18,-1,14,8,2,6,4,0,0
4830,1,1,0,1,-1,52,6,2,32,14,-1,0
4831,4,1,0,1,2,4,2,3,4,13,0,0
4832,2,0,2,4,11,18,0,7,13,11,-1,2
4833,4,1,0,12,11,29,8,5,11,4,-1,0
4834,4,1,0,8,-1,35,8,2,6,4,-1,0
4835,4,1,0,3,5,95,2,3,4,13,0,0
4836,14,0,2,0,18,34,8,2,6,0,2,2
4837,3,0,1,15,-1,80,1,4,27,5,0,1
4838,1,1,0,0,16,45,8,5,11,14,0,0
4839,2,0,2,2,24,38,9,1,16,18,-1,2
4840,12,1,0,3,5,95,6,10,14,8,0,0
4841,12,1,0,0,18,34,13,12,10,4,0,0
4842,9,1,0,5,13,14,12,9,22,10,-1,0
4843,6,0,1,5,13,14,7,13,33,7,1,1
4844,4,1,0,15,1,50,2,3,4,13,0,0
4845,6,0,1,14,14,5,7,13,15,7,1,1
4846,4,1,0,0,16,45,2,3,4,13,0,0
4847,5,1,0,14,-1,12,8,5,11,6,-1,0
4848,6,0,1,5,26,9,0,7,13,7,-1,1
4849,1,1,0,11,-1,24,8,5,11,14,-1,0
4850,13,0,1,1,2,4,11,11,21,2,0,1
4851,14,-1,1,18,-1,25,10,2,0,0,-1,2
4852,3,0,1,16,-1,83,10,4,1,12,-1,1
4853,5,-1,0,12,23,16,2,3,4,6,-1,0
4854,3,0,1,2,24,38,1,4,7,5,0,1
4855,15,1,0,0,16,45,13,10,10,16,0,0
4856,14,0,2,10,18,87,6,2,32,0,2,2
4857,2,0,2,6,23,47,9,1,23,11,-1,2
4858,4,1,0,8,20,97,2,3,4,13,0,0
4859,1,1,0,3,5,95,2,3,4,14,-1,0
4860,9,1,0,13,12,81,12,9,22,10,-1,0
4861,12,1,0,0,-1,56,6,10,14,8,0,0
4862,2,0,2,11,7,85,9,1,18,11,2,2
4863,4,1,0,8,20,60,2,3,4,13,0,0
4864,9,1,0,4,11,18,12,9,22,10,-1,0
4865,0,-1,2,5,13,7,7,13,24,12,-1,1
4866,0,0,1,6,22,20,4,14,35,18,-1,1
4867,3,0,1,3,8,57,1,4,7,5,0,1
4868,8,0,1,18,-1,22,2,4,20,9,-1,1
4869,5,1,0,8,20,97,2,3,4,6,-1,0
4870,14,0,2,14,-1,12,3,8,31,0,2,2
4871,14,0,2,12,22,20,14,0,9,0,-1,2
4872,16,1,0,17,-1,40,13,12,10,19,-1,0
4873,16,1,0,12,23,91,12,9,22,1,-1,0
4874,15,1,0,13,12,21,13,12,10,16,0,0
4875,15,1,0,15,1,50,13,12,10,16,0,0
4876,12,1,0,13,26,10,6,10,14,8,0,0
4877,1,1,0,2,25,15,12,9,22,1,-1,0
4878,4,1,0,1,2,4,2,3,4,6,0,0
4879,8,0,1,14,15,79,1,4,20,9,-1,1
4880,0,-1,1,1,3,53,7,13,34,12,-1,1
4881,3,0,1,3,8,57,1,4,7,5,0,1
4882,4,1,0,6,22,20,8,5,11,4,0,0
4883,2,0,2,10,18,87,9,1,16,11,-1,2
4884,12,1,0,0,16,45,6,10,14,8,0,0
4885,1,1,0,3,5,95,6,10,14,14,-1,0
4886,1,1,0,0,-1,56,8,2,6,4,0,0
4887,6,0,1,1,2,4,6,2,32,7,-1,1
4888,4,1,0,15,1,50,2,3,4,13,0,0
4889,15,1,0,1,3,4,13,12,10,16,0,0
4890,4,1,0,9,4,90,2,3,4,13,0,0
4891,14,0,2,11,7,85,8,2,6,0,-1,1
4892,2,0,1,0,16,45,5,7,12,11,-1,1
4893,12,1,0,9,6,37,6,10,14,8,0,0
4894,3,0,1,7,-1,99,1,4,7,5,-1,1
4895,12,1,0,11,9,2,6,10,14,8,0,0
4896,7,-1,2,6,22,20,5,1,5,17,-1,2
4897,16,-1,0,16,21,59,13,12,10,19,-1,0
4898,7,0,2,10,18,87,9,1,18,17,-1,2
4899,2,0,2,8,-1,26,5,1,30,11,-1,2
4900,13,0,1,7,-1,51,11,11,2,2,0,1
4901,1,1,0,15,0,39,6,10,14,14,-1,0
4902,6,0,1,3,5,95,7,13,15,7,1,1
4903,4,1,0,1,-1,52,8,5,11,13,-1,0
4904,10,-1,2,5,13,14,5,1,5,18,-1,2
