,st_KMeans,st_HDBSCAN,st_Agglomerative,ts_KMeans,ts_HDBSCAN,ts_Agglomerative,mm_KMeans,mm_HDBSCAN,mm_Agglomerative,lf_KMeans,lf_HDBSCAN,lf_Agglomerative
515,6,0,1,13,12,36,7,13,15,7,-1,1
516,3,0,1,15,1,50,1,4,20,5,0,1
517,2,0,1,5,26,9,9,1,16,18,-1,1
518,4,1,0,20,-1,19,2,3,4,13,0,0
519,10,-1,2,6,23,91,5,1,28,3,-1,2
520,15,1,0,1,2,4,13,12,10,16,0,0
521,9,1,0,5,13,7,12,9,22,10,0,0
522,12,1,0,17,-1,99,6,10,14,8,-1,0
523,3,0,1,11,9,2,10,4,1,5,0,1
524,5,1,0,7,-1,51,6,10,14,6,-1,0
525,6,0,1,3,8,57,7,13,15,7,1,1
526,13,0,1,3,8,57,11,11,21,2,0,1
527,15,1,0,15,1,50,13,12,10,16,0,0
528,13,0,1,15,1,50,11,11,2,2,0,1
529,4,1,0,8,20,60,2,3,4,13,0,0
530,6,0,1,9,0,3,7,13,15,7,-1,1
531,5,1,0,7,-1,78,8,2,6,6,-1,0
532,2,-1,2,6,23,91,9,1,16,18,-1,2
533,1,1,0,11,9,2,8,2,32,4,0,0
534,14,0,2,12,-1,22,14,0,8,0,2,2
535,15,1,0,11,9,2,13,12,10,16,0,0
536,2,0,2,2,25,9,9,1,18,11,-1,2
537,4,1,0,15,1,50,2,3,4,13,0,0
538,15,-1,0,1,3,53,13,10,10,16,-1,0
539,16,1,0,16,21,59,13,12,10,19,-1,0
540,3,0,1,15,1,50,10,4,1,5,0,1
541,1,1,0,17,11,33,12,8,26,14,0,0
542,5,1,0,16,21,59,2,3,4,6,-1,0
543,3,0,1,15,-1,80,1,4,7,5,0,1
544,12,1,0,11,9,2,6,10,14,8,0,0
545,14,0,2,17,-1,78,14,0,9,0,-1,2
546,3,0,1,1,2,4,10,4,1,5,0,1
547,14,0,2,6,23,17,5,1,30,0,2,2
548,9,1,0,20,-1,12,12,9,22,10,0,0
549,12,1,0,2,24,38,6,10,14,8,0,0
550,12,1,0,20,-1,33,13,12,10,8,-1,0
551,12,1,0,5,13,14,6,10,14,8,0,0
552,1,1,0,5,13,7,8,5,11,4,-1,0
553,12,1,0,16,21,54,13,12,10,8,0,0
554,15,1,0,8,19,89,13,12,10,16,0,0
555,14,0,2,13,12,21,9,1,23,11,2,2
556,12,1,0,3,5,95,6,10,14,8,0,0
557,8,0,1,8,-1,35,10,4,1,9,-1,1
558,13,0,1,9,4,90,11,11,2,2,0,1
559,14,0,2,2,25,9,10,2,0,0,2,2
560,3,0,1,5,13,14,1,4,7,5,0,1
561,4,1,0,3,8,57,2,3,4,13,0,0
562,3,0,1,2,25,15,11,11,2,5,-1,1
563,13,0,1,15,1,50,11,11,21,2,0,1
564,4,1,0,14,14,5,2,3,4,13,0,0
565,14,0,1,4,11,31,5,7,12,0,-1,2
566,12,1,0,16,-1,54,6,10,14,8,0,0
567,16,-1,0,2,25,15,0,-1,3,1,-1,0
568,10,-1,2,6,22,16,0,7,13,18,-1,2
569,7,-1,2,2,25,15,9,1,18,17,-1,2
570,12,1,0,1,3,53,13,12,10,8,0,0
571,16,-1,0,12,25,11,13,6,3,19,-1,0
572,7,-1,2,5,13,14,9,1,16,18,-1,2
573,2,0,2,2,24,27,5,1,30,11,-1,2
574,6,0,1,9,6,37,7,13,33,7,1,1
575,2,-1,2,16,24,30,9,1,16,18,-1,2
576,4,1,0,11,-1,2,2,3,4,13,0,0
577,2,0,1,18,-1,25,4,14,17,18,-1,1
578,5,1,0,13,26,10,6,10,14,6,-1,0
579,13,0,1,13,-1,65,11,11,2,2,0,1
580,4,1,0,2,24,93,2,3,4,13,-1,0
581,16,-1,0,16,21,54,13,12,10,16,-1,0
582,1,1,0,16,21,59,2,3,4,14,-1,0
583,13,0,1,1,2,4,11,11,21,2,0,1
584,4,1,0,15,1,50,2,3,4,13,0,0
585,7,0,2,0,16,45,3,8,38,17,-1,2
586,4,1,0,17,-1,65,2,3,4,4,0,0
587,0,-1,1,15,1,50,4,-1,17,12,-1,1
588,3,0,1,17,-1,48,6,2,32,5,-1,1
589,4,1,0,8,19,35,8,5,11,4,0,0
590,9,1,0,0,16,45,13,6,3,10,-1,0
591,7,0,2,14,15,79,9,1,18,17,-1,2
592,15,1,0,15,-1,80,13,12,10,16,0,0
593,6,0,1,7,-1,28,4,-1,25,7,-1,1
594,13,0,1,1,2,4,11,11,21,2,0,1
595,9,-1,0,2,24,38,13,12,10,10,-1,0
596,9,1,0,14,14,5,12,9,22,10,0,0
597,6,0,1,5,-1,40,4,13,24,7,-1,1
598,7,0,2,13,26,10,14,0,9,17,-1,2
599,2,-1,2,6,22,61,9,1,23,18,-1,2
600,3,0,1,3,-1,56,10,4,1,5,0,1
601,14,0,2,18,17,22,8,2,0,0,-1,2
602,11,0,1,16,21,59,7,-1,15,15,-1,1
603,14,-1,2,19,-1,44,14,0,9,0,-1,2
604,2,0,2,17,-1,48,9,1,18,11,-1,2
605,11,-1,1,15,1,50,4,-1,25,15,-1,1
606,15,1,0,19,-1,74,13,6,3,16,-1,0
607,8,-1,1,20,-1,12,10,4,1,9,-1,1
608,8,0,1,5,26,9,10,4,1,9,-1,1
609,12,1,0,13,26,10,6,10,14,8,0,0
610,1,1,0,14,14,5,6,2,32,14,0,0
611,13,0,1,11,7,85,11,11,2,2,0,1
612,3,0,1,15,1,50,10,4,1,5,0,1
613,1,1,0,0,16,45,6,2,32,14,0,0
614,7,0,2,19,-1,44,9,1,36,17,-1,2
615,2,0,2,20,10,88,5,1,5,11,-1,2
616,5,1,0,12,23,11,12,8,26,1,-1,0
617,3,0,1,15,-1,80,1,4,27,5,-1,1
618,3,0,1,14,-1,12,1,4,27,5,0,1
619,13,0,1,14,-1,12,11,11,2,2,-1,1
620,14,0,2,14,15,79,14,0,8,0,2,2
621,1,1,0,16,21,59,8,5,11,4,0,0
622,2,0,2,10,-1,70,9,1,18,11,2,2
623,2,0,2,15,1,50,9,1,18,11,-1,2
624,7,0,2,18,-1,71,14,0,8,17,-1,2
625,0,0,1,1,2,66,11,11,2,12,-1,1
626,0,-1,1,7,20,28,11,11,21,12,-1,1
627,16,-1,0,6,22,61,12,9,22,1,-1,0
628,6,0,1,5,26,9,7,13,24,18,-1,1
629,14,0,2,6,-1,82,3,8,38,0,2,2
630,6,0,1,16,21,59,4,14,17,7,1,1
631,4,1,0,11,9,2,8,2,6,13,0,0
632,9,1,0,7,20,28,12,8,26,10,-1,0
633,1,1,0,3,5,95,6,2,32,14,0,0
634,12,1,0,16,21,59,13,12,10,8,0,0
635,3,0,1,16,21,59,10,4,1,5,-1,1
636,6,0,1,6,23,47,4,13,17,7,-1,2
637,1,1,0,8,20,86,6,2,32,14,0,0
638,4,1,0,13,26,10,8,2,6,4,0,0
639,3,0,1,3,5,95,1,4,27,5,0,1
640,4,1,0,7,-1,28,2,3,4,13,-1,0
641,1,1,0,17,23,47,8,5,11,14,-1,0
642,2,0,2,17,-1,0,9,1,16,11,-1,2
643,9,1,0,7,-1,51,13,6,3,14,-1,0
644,3,0,1,13,26,10,10,4,1,5,0,1
645,11,0,1,1,2,4,4,13,24,15,-1,1
646,6,0,1,9,4,90,0,7,13,7,-1,1
647,4,1,0,14,15,79,8,5,11,4,0,0
648,8,-1,2,18,17,81,10,4,1,9,-1,2
649,12,1,0,3,8,57,6,10,14,8,0,0
650,1,1,0,17,-1,9,13,6,3,14,0,0
651,12,1,0,1,2,4,6,10,14,8,0,0
652,12,1,0,8,19,89,13,12,10,8,0,0
653,1,1,0,19,16,6,12,8,26,14,0,0
654,4,1,0,5,13,14,8,2,6,4,0,0
655,0,-1,1,19,16,6,12,2,32,12,-1,1
656,14,0,2,0,-1,77,3,0,29,0,2,2
657,3,0,1,13,26,10,10,4,1,5,0,1
658,9,1,0,2,25,15,12,9,22,10,-1,0
659,0,-1,2,0,-1,56,7,13,34,12,-1,1
660,3,0,1,4,11,13,1,4,20,5,0,1
661,14,0,1,3,5,95,5,7,12,0,-1,1
662,2,0,2,4,11,31,5,1,28,11,-1,2
663,5,1,0,17,12,36,13,6,3,1,-1,0
664,11,-1,1,6,22,16,4,-1,17,15,-1,1
665,12,1,0,9,-1,63,6,10,14,8,-1,0
666,2,0,2,2,25,27,9,1,18,11,2,2
667,1,1,0,17,-1,0,12,9,22,14,-1,0
668,9,1,0,0,16,45,13,6,3,1,-1,0
669,3,0,1,15,1,50,1,4,20,5,0,1
670,4,1,0,0,16,45,2,3,4,13,0,0
671,4,1,0,0,18,34,2,3,4,13,0,0
672,13,0,1,11,7,85,11,11,2,2,0,1
673,1,1,0,7,-1,51,6,10,14,14,-1,0
674,9,1,0,5,26,9,12,9,22,10,0,0
675,14,0,2,6,23,91,3,8,38,0,2,2
676,3,0,1,11,-1,2,10,4,1,5,0,1
677,16,1,0,13,26,10,13,12,10,19,-1,0
678,16,1,0,5,13,14,13,12,10,19,-1,0
679,14,0,2,14,-1,12,3,8,19,11,2,2
680,8,0,1,15,1,50,10,4,1,9,0,1
681,4,1,0,13,12,21,2,3,4,13,0,0
682,3,0,1,3,8,57,10,2,0,5,0,1
683,12,1,0,11,9,2,6,10,14,8,0,0
684,3,0,1,0,16,45,1,4,20,5,0,1
685,11,-1,1,15,1,50,4,13,24,15,-1,1
686,4,1,0,13,21,69,2,3,4,13,0,0
687,15,1,0,11,9,2,13,12,10,16,0,0
688,15,1,0,3,8,57,13,12,10,16,0,0
689,9,1,0,7,-1,32,13,12,10,14,-1,0
690,2,0,2,2,25,15,9,1,23,11,-1,2
691,12,1,0,11,6,1,6,10,14,8,0,0
692,3,0,1,14,15,79,10,4,1,5,-1,1
693,12,1,0,11,9,2,6,10,14,8,0,0
694,1,1,0,3,8,57,6,10,14,14,-1,0
695,15,1,0,20,-1,12,13,12,10,16,0,0
696,2,0,1,11,-1,24,0,7,13,18,-1,1
697,2,0,2,6,23,91,9,1,16,11,2,2
698,6,0,1,16,21,59,7,13,33,7,1,1
699,14,0,2,3,5,95,3,8,38,0,-1,2
700,4,1,0,3,8,57,2,3,4,13,0,0
701,13,0,1,3,5,95,11,11,21,2,0,1
702,2,0,2,0,18,34,5,1,28,11,2,2
703,12,1,0,18,-1,64,6,10,14,8,-1,0
704,8,0,1,3,8,57,11,11,2,9,-1,1
705,11,-1,1,1,2,4,4,13,24,15,-1,1
706,6,0,1,20,-1,12,7,13,33,7,-1,1
707,4,1,0,1,2,4,2,3,4,13,0,0
708,3,0,1,8,20,97,10,4,1,5,0,1
709,14,0,2,5,26,9,14,0,9,0,2,2
710,13,0,1,8,-1,35,11,11,2,2,0,1
711,13,0,1,1,3,53,11,11,2,2,0,1
712,4,1,0,15,1,50,2,3,4,13,0,0
713,1,1,0,13,26,10,8,5,11,4,0,0
714,10,-1,2,16,21,59,5,7,12,18,-1,1
715,3,0,1,13,21,69,4,-1,25,5,-1,1
716,0,-1,1,1,3,4,7,13,15,12,-1,1
717,5,1,0,18,17,81,8,2,6,6,-1,0
718,5,-1,0,18,-1,74,8,2,6,6,-1,0
719,7,0,2,14,15,79,3,8,31,17,-1,2
720,4,1,0,12,23,17,8,5,11,4,0,0
721,1,1,0,18,-1,71,8,2,6,4,0,0
722,1,-1,0,9,-1,63,8,5,11,14,-1,0
723,1,1,0,2,25,27,12,9,22,1,-1,0
724,7,0,2,19,-1,44,9,1,18,17,-1,2
725,14,0,2,20,-1,19,3,8,38,0,2,2
726,12,1,0,17,-1,33,6,10,14,8,-1,0
727,5,1,0,1,2,4,13,12,10,19,-1,0
728,1,1,0,4,11,13,13,6,3,4,-1,0
729,9,1,0,16,21,59,12,8,26,10,-1,0
730,15,1,0,3,5,95,13,12,10,16,0,0
731,0,-1,1,2,24,38,4,14,17,12,-1,1
732,1,1,0,2,25,9,12,8,19,14,0,0
733,7,0,2,13,12,36,3,0,29,17,-1,2
734,1,1,0,4,11,13,12,8,19,14,0,0
735,14,0,2,14,10,88,14,0,8,0,2,2
736,13,0,1,11,7,85,11,11,21,2,0,1
737,4,1,0,3,5,95,2,3,4,13,0,0
738,4,1,0,19,-1,44,2,3,4,13,-1,0
739,14,-1,1,8,-1,35,6,2,32,0,-1,1
740,9,1,0,2,25,27,6,2,32,14,-1,0
741,16,-1,0,1,2,4,13,12,10,19,-1,0
742,2,0,2,18,-1,71,9,1,18,11,-1,2
743,9,1,0,9,-1,63,6,2,32,14,-1,0
744,8,0,1,8,20,60,10,4,1,9,-1,1
745,1,1,0,12,23,11,12,8,26,4,0,0
746,3,0,1,3,5,95,1,4,20,5,0,1
747,14,0,2,16,-1,83,14,0,8,0,-1,2
748,4,1,0,19,20,6,8,5,11,4,0,0
749,0,-1,1,11,7,85,0,7,13,12,-1,1
750,12,1,0,5,13,14,6,10,14,8,0,0
751,1,1,0,8,20,86,6,2,32,4,0,0
752,0,0,1,16,-1,83,4,14,35,12,-1,2
753,6,0,1,19,-1,42,11,-1,39,7,2,1
754,3,0,1,11,7,85,10,4,1,5,0,1
755,12,1,0,17,-1,0,6,10,14,8,0,0
756,8,0,1,17,-1,92,1,4,20,9,-1,1
757,1,1,0,9,6,37,6,2,32,14,0,0
758,14,0,2,13,26,10,8,2,6,0,2,2
759,14,0,2,3,-1,56,3,0,29,0,-1,2
760,15,1,0,14,14,5,13,12,10,16,0,0
761,9,1,0,4,11,18,12,9,22,1,-1,0
762,5,1,0,5,-1,9,13,12,10,8,-1,0
763,2,0,2,13,12,21,9,1,36,11,2,2
764,8,-1,2,14,10,23,2,4,20,12,-1,2
765,5,1,0,12,11,29,12,8,26,1,-1,0
766,3,0,1,13,21,69,1,4,7,5,0,1
767,4,1,0,3,5,95,8,2,6,13,0,0
768,6,0,1,1,2,4,7,13,33,18,1,1
769,13,0,1,14,14,5,11,11,2,2,0,1
770,1,1,0,3,5,95,13,12,10,14,-1,0
771,8,0,1,4,10,96,1,4,20,9,-1,1
772,3,0,1,0,16,84,6,2,32,5,0,1
773,7,-1,2,13,26,49,14,0,8,17,-1,2
774,6,0,1,6,23,17,6,2,32,7,-1,1
775,0,0,1,17,-1,92,7,13,33,12,-1,1
776,10,-1,2,6,22,20,14,0,9,3,-1,2
777,7,0,2,3,8,57,6,2,32,17,-1,2
778,1,1,0,4,11,18,8,5,11,14,-1,0
779,4,1,0,12,11,78,8,5,11,4,0,0
780,1,1,0,16,21,59,13,-1,3,14,-1,0
781,15,-1,0,15,1,50,13,12,10,16,-1,0
782,14,0,2,13,12,21,5,1,28,0,2,2
783,13,0,1,16,21,59,11,11,21,2,-1,1
784,15,1,0,3,5,95,13,12,10,16,0,0
785,5,-1,0,18,17,22,12,9,22,1,-1,0
786,12,1,0,15,1,50,6,10,14,8,0,0
787,8,0,1,8,20,60,10,2,0,9,-1,1
788,9,1,0,19,-1,74,12,8,22,10,-1,0
789,1,1,0,16,21,59,2,3,4,14,-1,0
790,9,1,0,12,23,11,12,9,22,10,-1,0
791,15,1,0,10,18,87,13,6,3,16,0,0
792,3,0,1,14,14,5,10,4,1,5,-1,1
793,6,0,1,2,25,15,0,7,13,7,-1,1
794,2,0,2,6,23,91,5,1,5,11,-1,2
795,5,1,0,12,23,11,8,2,6,6,-1,0
796,6,0,1,8,19,35,7,13,33,7,-1,1
797,14,0,2,5,13,14,6,2,32,0,2,2
798,15,1,0,20,10,33,13,12,10,16,0,0
799,14,0,2,5,13,14,10,2,0,0,2,2
800,12,1,0,1,3,53,6,10,14,8,0,0
801,10,-1,2,14,15,79,14,0,9,3,-1,2
802,1,1,0,8,20,60,12,9,22,14,-1,0
803,9,1,0,2,24,71,12,8,26,10,-1,0
804,1,1,0,16,24,38,13,6,3,1,-1,0
805,8,0,1,8,19,89,4,14,35,9,-1,1
806,6,0,1,1,2,4,7,13,33,7,1,1
807,15,1,0,5,26,9,13,6,3,16,0,0
808,9,1,0,4,11,13,12,9,22,10,-1,0
809,3,0,1,19,-1,44,10,4,1,5,-1,1
810,15,1,0,18,-1,25,13,12,10,16,0,0
811,15,1,0,12,23,91,13,12,10,16,0,0
812,9,1,0,17,-1,40,12,9,22,1,-1,0
813,9,1,0,10,-1,26,12,9,22,10,0,0
814,15,-1,0,7,-1,67,13,12,10,16,-1,0
815,2,0,1,6,23,17,0,7,13,18,-1,1
816,13,0,1,16,21,30,11,11,2,2,0,1
817,16,1,0,15,0,3,13,12,10,19,-1,0
818,14,0,2,6,22,49,10,2,0,0,-1,2
819,2,0,2,4,11,18,5,1,5,11,-1,2
820,14,0,1,3,5,95,10,2,0,12,-1,1
821,6,0,1,15,1,50,4,14,17,7,1,1
822,14,0,2,2,25,15,14,0,9,0,2,2
823,0,-1,1,1,3,53,7,13,15,12,-1,1
824,14,0,2,0,16,84,3,8,31,0,2,2
825,14,0,2,2,25,15,3,0,29,11,-1,2
826,10,-1,2,18,-1,25,5,-1,12,3,-1,2
827,15,1,0,3,8,57,13,12,10,16,0,0
828,15,1,0,3,5,95,13,12,10,16,0,0
829,14,0,2,6,-1,65,10,4,1,0,-1,2
830,5,-1,0,6,22,47,12,8,26,1,-1,0
831,7,-1,2,13,17,81,5,1,5,17,-1,2
832,2,0,2,12,-1,29,5,1,5,11,-1,2
833,10,-1,2,12,22,20,5,1,5,3,-1,2
834,2,0,2,6,22,49,9,1,16,18,2,2
835,4,1,0,4,11,96,8,5,11,4,-1,0
836,3,0,1,11,9,2,10,4,1,5,0,1
837,2,0,2,10,-1,43,9,1,18,11,2,2
838,2,0,2,5,13,7,9,1,36,11,-1,2
839,0,0,1,14,10,23,4,-1,25,12,-1,1
840,3,0,1,6,22,16,6,11,2,5,-1,1
841,0,0,1,4,11,31,11,11,2,12,-1,1
842,13,0,1,9,6,76,11,11,2,2,-1,1
843,2,0,2,14,-1,42,9,1,36,11,2,2
844,4,1,0,5,26,9,2,3,4,13,0,0
845,10,-1,2,19,-1,74,14,0,8,3,-1,2
846,3,0,1,11,7,85,1,4,20,5,0,1
847,4,1,0,19,-1,74,8,5,11,4,0,0
848,3,0,1,9,6,37,10,4,1,5,0,1
849,12,1,0,13,26,58,6,10,14,8,0,0
850,1,1,0,17,12,36,8,5,11,14,-1,0
851,2,-1,2,20,10,88,9,1,16,18,-1,2
852,8,-1,1,1,-1,62,10,2,0,9,-1,1
853,9,1,0,16,21,59,12,9,22,1,-1,0
854,2,0,2,4,11,13,9,1,16,11,-1,2
855,10,-1,2,4,11,78,5,1,5,3,-1,2
856,9,1,0,6,22,98,12,8,26,10,-1,0
857,12,1,0,1,2,4,6,10,14,8,0,0
858,14,0,2,18,-1,72,2,4,20,0,-1,2
859,15,1,0,10,18,84,13,12,10,16,0,0
860,13,0,1,14,15,79,11,11,21,2,0,1
861,12,1,0,11,-1,24,6,10,14,8,-1,0
862,14,0,1,17,-1,92,3,8,38,0,2,2
863,7,0,2,2,25,27,14,0,9,17,-1,2
864,6,0,1,1,3,3,7,13,34,7,1,1
865,15,1,0,11,9,2,13,12,10,16,-1,0
866,4,1,0,3,8,57,2,3,4,13,0,0
867,6,0,1,1,2,4,7,13,15,7,-1,1
868,9,1,0,17,-1,48,13,6,3,1,-1,0
869,12,1,0,3,5,95,6,10,14,8,0,0
870,11,-1,1,3,8,57,4,13,24,15,-1,1
871,10,-1,2,17,-1,0,5,1,5,3,-1,2
872,9,1,0,10,-1,70,13,6,3,1,-1,0
873,0,-1,1,6,22,47,0,7,12,12,-1,1
874,4,1,0,10,-1,46,2,3,4,13,-1,0
875,6,0,1,3,5,95,0,7,13,7,-1,1
876,14,0,2,20,-1,19,10,2,0,0,2,2
877,2,0,2,18,-1,14,9,1,16,11,-1,2
878,10,-1,2,2,25,27,3,8,19,3,-1,2
879,0,-1,1,14,-1,0,7,13,33,12,-1,1
880,5,1,0,1,2,4,2,3,4,6,0,0
881,3,0,1,13,12,21,10,4,1,5,-1,1
882,6,0,1,15,-1,55,4,14,17,7,1,1
883,1,1,0,15,1,50,2,3,4,14,-1,0
884,3,0,1,14,-1,42,1,4,27,5,0,1
885,5,1,0,3,8,2,2,3,4,6,0,0
886,3,0,1,3,5,95,1,4,20,5,0,1
887,7,-1,1,10,-1,43,0,7,12,17,-1,1
888,12,1,0,13,-1,36,6,10,14,8,0,0
889,14,0,2,10,18,87,3,0,29,0,2,2
890,9,-1,0,10,-1,26,13,12,10,10,-1,0
891,7,0,2,2,24,38,14,0,8,17,-1,2
892,2,0,2,13,12,21,9,1,16,11,2,2
893,9,1,0,19,-1,42,12,8,19,10,-1,0
894,0,0,1,5,26,9,11,11,2,12,-1,1
895,0,0,1,6,22,16,11,11,2,12,-1,1
896,1,1,0,10,-1,70,13,6,3,1,-1,0
897,12,1,0,13,-1,52,6,10,14,8,-1,0
898,13,-1,1,11,9,2,11,11,21,2,-1,1
899,1,1,0,3,5,95,6,10,14,14,-1,0
900,9,1,0,12,23,11,12,9,22,10,-1,0
901,7,0,2,10,18,43,3,8,19,17,-1,2
902,1,1,0,4,11,31,8,5,11,14,-1,0
903,15,1,0,5,-1,55,13,12,10,14,-1,0
904,16,-1,0,20,-1,33,13,12,10,19,-1,0
905,6,0,1,3,5,95,4,-1,17,7,1,1
906,13,0,1,14,-1,5,11,11,21,2,0,1
907,1,1,0,13,12,21,6,2,32,14,0,0
908,5,1,0,10,-1,35,8,5,11,6,-1,0
909,3,0,1,4,11,18,10,4,1,5,0,1
910,3,0,1,5,26,9,10,4,1,5,0,1
911,13,0,1,0,16,45,11,11,2,2,-1,1
912,10,-1,2,2,25,27,14,0,8,3,-1,2
913,13,0,1,8,-1,99,11,11,2,2,-1,1
914,4,1,0,0,16,0,2,3,4,13,0,0
915,5,1,0,15,1,50,2,3,4,6,0,0
916,3,0,1,4,11,31,10,4,1,5,-1,2
917,13,0,1,10,18,87,11,11,21,2,0,1
918,12,1,0,3,-1,1,6,10,14,8,-1,0
919,9,1,0,4,11,13,12,9,22,1,-1,0
920,9,1,0,15,1,50,12,9,22,10,-1,0
921,14,0,2,16,21,59,14,0,9,0,2,2
922,3,0,1,11,6,1,1,4,27,5,0,1
923,9,1,0,8,-1,26,12,9,22,10,-1,0
924,1,1,0,0,16,45,12,8,26,4,0,0
925,2,0,2,4,-1,94,9,1,18,11,-1,2
926,14,0,2,11,9,2,8,2,6,5,-1,1
927,14,0,2,0,16,45,6,2,32,0,2,2
928,4,1,0,3,5,95,2,3,4,13,0,0
929,4,1,0,18,-1,72,8,5,11,4,-1,0
930,9,1,0,11,6,1,6,2,32,14,-1,0
931,1,1,0,13,26,10,8,5,11,14,-1,0
932,4,1,0,0,16,45,2,3,4,13,0,0
933,6,0,1,3,8,57,7,13,15,7,1,1
934,12,1,0,1,2,4,13,12,10,8,0,0
935,2,-1,2,10,-1,46,0,7,13,18,-1,2
936,6,0,1,6,22,47,4,13,17,0,-1,2
937,7,0,2,6,-1,16,14,0,9,17,-1,2
938,4,1,0,15,1,50,2,3,4,13,0,0
939,6,0,1,14,15,79,0,7,13,7,2,1
940,11,-1,1,8,20,86,6,11,2,15,-1,1
941,5,-1,0,20,10,88,8,5,11,1,-1,0
942,11,-1,1,5,-1,9,7,13,15,15,-1,1
943,3,0,1,7,-1,28,1,4,1,5,-1,2
944,0,0,1,3,8,57,7,13,33,12,-1,1
945,1,1,0,4,11,31,8,5,11,4,-1,0
946,6,0,1,1,2,4,4,13,24,7,1,1
947,1,1,0,18,17,72,12,9,22,14,-1,0
948,0,0,1,3,8,57,4,14,17,12,1,1
949,9,1,0,10,18,43,13,6,3,1,-1,0
950,6,0,1,11,7,85,7,13,15,7,1,1
951,16,-1,0,16,21,54,13,12,10,19,-1,0
952,9,1,0,18,-1,25,12,9,22,1,-1,0
953,11,-1,1,15,1,50,7,13,15,15,-1,1
954,4,1,0,11,7,85,2,3,4,13,0,0
955,9,1,0,16,21,59,12,9,22,1,-1,0
956,6,0,1,7,-1,28,7,13,33,7,-1,1
957,14,0,2,2,25,27,10,2,0,0,-1,2
958,6,0,1,18,-1,25,0,7,13,7,-1,1
959,0,0,2,5,13,14,0,7,13,18,-1,2
960,14,0,1,10,-1,43,10,4,1,0,-1,1
961,12,1,0,4,-1,13,6,10,14,8,-1,0
962,0,-1,2,7,-1,32,0,7,13,17,-1,1
963,14,0,2,9,0,3,10,2,0,0,-1,2
964,14,0,2,12,22,98,5,1,28,11,2,2
965,5,-1,0,15,1,50,13,6,3,6,-1,0
966,3,0,1,15,1,50,1,4,20,5,0,1
967,5,1,0,13,12,21,8,2,6,6,-1,0
968,13,0,1,3,5,95,11,11,2,2,0,1
969,15,1,0,11,-1,73,13,12,10,16,0,0
970,14,0,2,16,21,59,14,0,9,0,2,2
971,5,1,0,2,25,27,8,5,11,6,-1,0
972,6,0,1,20,10,23,0,7,13,7,-1,1
973,3,0,1,0,18,34,1,4,27,5,0,1
974,0,0,1,2,25,15,4,-1,17,12,-1,1
975,7,0,2,13,12,21,3,8,31,17,-1,2
976,9,1,0,19,-1,42,12,9,22,10,-1,0
977,7,-1,2,1,2,4,5,1,5,17,-1,2
978,1,1,0,2,25,27,8,5,11,14,-1,0
979,2,-1,2,18,-1,25,0,7,13,18,-1,2
980,14,0,1,11,9,2,0,7,13,0,1,1
981,3,0,1,11,9,2,1,4,27,5,0,1
982,7,-1,2,6,22,20,3,8,38,17,-1,2
983,11,0,1,13,17,69,4,13,24,18,-1,1
984,1,1,0,14,10,23,12,8,26,14,0,0
985,1,-1,0,15,1,50,8,5,11,14,-1,0
986,1,1,0,13,12,21,13,6,3,14,-1,0
987,2,0,2,5,13,7,5,1,5,11,-1,2
988,14,0,2,20,-1,12,14,0,8,0,2,2
989,13,0,1,0,16,77,11,11,21,2,0,1
990,13,0,1,1,2,4,11,11,2,2,0,1
991,9,1,0,18,-1,71,12,8,22,1,-1,0
992,4,1,0,14,14,5,8,5,11,4,0,0
993,10,-1,2,6,22,49,10,2,0,3,-1,2
994,7,0,2,6,22,20,3,0,29,17,-1,2
995,14,0,2,8,19,26,9,1,23,11,2,2
996,6,0,1,16,-1,83,7,13,33,7,1,1
997,6,0,1,5,-1,55,7,13,33,7,1,1
998,15,1,0,11,9,2,13,12,10,16,0,0
999,13,0,1,1,3,53,11,11,21,2,0,1
1000,9,1,0,0,-1,34,12,9,22,10,-1,0
1001,3,0,1,9,-1,63,10,4,1,5,-1,1
1002,10,-1,0,17,-1,48,0,-1,3,1,-1,0
1003,13,0,1,1,3,4,11,11,2,2,0,1
1004,14,0,2,6,22,61,10,2,0,0,2,2
1005,9,1,0,5,13,14,13,6,3,1,-1,0
1006,1,1,0,20,-1,19,8,5,11,4,0,0
1007,13,0,1,17,-1,0,11,11,2,2,-1,1
1008,14,0,2,13,-1,48,3,8,31,0,2,2
1009,4,1,0,3,5,95,8,2,6,13,0,0
1010,9,1,0,4,11,31,12,9,22,1,-1,0
1011,1,1,0,20,11,96,8,5,11,4,0,0
1012,0,0,1,16,21,30,4,14,35,12,-1,1
1013,6,0,1,14,15,79,4,13,24,7,-1,1
1014,15,1,0,18,-1,14,13,12,10,16,-1,0
1015,2,0,2,19,-1,74,0,7,13,11,-1,2
1016,6,0,1,15,1,50,7,13,33,12,1,1
1017,3,0,1,5,-1,14,1,4,27,12,-1,1
1018,13,0,1,1,3,53,11,11,2,2,0,1
1019,5,1,0,17,-1,65,2,3,4,6,-1,0
1020,6,0,1,0,-1,56,7,13,24,7,-1,1
1021,14,0,2,5,26,9,6,2,32,0,-1,2
1022,10,-1,2,8,19,35,0,1,30,18,-1,2
1023,14,0,2,12,-1,68,3,0,29,0,-1,2
1024,6,0,1,14,14,5,7,13,34,7,2,1
1025,4,1,0,16,21,59,6,2,32,4,0,0
1026,4,1,0,2,25,27,8,2,6,4,0,0
1027,11,0,1,13,21,69,7,-1,37,15,-1,1
